Union,Gender,Age,Education_Level,Monthly_Income,Family_Size,Housing_Type,Land_Ownership,Previous_Erosion_Experience,Distance_from_River,Access_to_Warning,Relocation_History,Govt_or_NGO_Assistance,Has_Protection_System,Infrastructure_Loss,Income_Diversification,Employment_Status,Involved_in_Community_Adaptation,Awareness_Level,Distance_score,EII,ASI,SRI,ISS,Adaptation_Category
Sthal,Male,38,Educated,6547,8,Semi-Permanent,No,No,171,Yes,No,No,No,No,No,Not Employed,No,High,0.8891,0.4446,0.2,0.4703,0,Moderately Adaptive
Sthal,Female,40,Not Educated,9193,5,Permanent,No,Yes,37,No,No,No,No,No,No,Employed,Yes,Low,0.9786,0.6893,0.2,0.542,0.3333,Non-Adaptive
Bakchar,Female,51,Partially Educated,9609,5,Permanent,Yes,No,158,Yes,No,Yes,Yes,No,No,Not Employed,No,Moderate,0.8978,0.4489,0.6,0.3798,0.6667,Strongly Adaptive
Sthal,Male,54,Not Educated,8453,6,Permanent,Yes,Yes,86,Yes,No,Yes,No,No,No,Not Employed,No,Low,0.9459,0.6729,0.4,0.175,0.3333,Non-Adaptive
Maijbari,Female,71,Not Educated,8195,10,Semi-Permanent,No,Yes,97,No,No,No,No,No,Yes,Not Employed,No,Low,0.9385,0.6693,0.2,0.168,0,Non-Adaptive
Maijbari,Female,30,Not Educated,7590,3,Semi-Permanent,No,No,639,Yes,No,No,Yes,No,Yes,Not Employed,Yes,Low,0.5765,0.2882,0.8,0.1516,0.6667,Strongly Adaptive
Kachua,Male,46,Educated,8925,4,Temporary,Yes,No,69,Yes,No,No,Yes,No,Yes,Employed,No,High,0.9572,0.4786,0.6,0.8817,0.3333,Strongly Adaptive
Maijbari,Female,38,Educated,7177,7,Temporary,No,No,349,Yes,No,Yes,Yes,No,No,Employed,Yes,Moderate,0.7702,0.3851,0.8,0.8343,1,Strongly Adaptive
Sthal,Male,35,Not Educated,7560,4,Permanent,Yes,No,188,Yes,No,No,No,No,No,Employed,No,Low,0.8778,0.4389,0.2,0.4977,0,Non-Adaptive
Maijbari,Male,57,Partially Educated,8280,6,Permanent,Yes,No,5,Yes,No,No,No,No,No,Not Employed,Yes,Moderate,1,0.5,0.4,0.3438,0.3333,Strongly Adaptive
Bakchar,Male,32,Educated,7117,4,Temporary,No,No,26,No,No,Yes,No,Yes,No,Not Employed,No,Moderate,0.986,0.693,0.2,0.4857,0.3333,Moderately Adaptive
Bakchar,Female,42,Educated,5546,7,Temporary,No,No,22,Yes,No,No,No,Yes,Yes,Employed,No,High,0.9886,0.6943,0.4,0.7901,0,Moderately Adaptive
Bakchar,Female,21,Partially Educated,10341,2,Permanent,Yes,No,133,Yes,No,No,No,No,No,Employed,No,Low,0.9145,0.4572,0.2,0.7466,0,Moderately Adaptive
Maijbari,Female,55,Educated,5564,8,Temporary,No,No,79,Yes,No,No,No,No,No,Not Employed,Yes,Moderate,0.9506,0.4753,0.4,0.4436,0.3333,Strongly Adaptive
Kachua,Female,41,Partially Educated,7185,7,Permanent,Yes,No,164,Yes,No,No,No,No,No,Not Employed,Yes,Moderate,0.8938,0.4469,0.4,0.3141,0.3333,Moderately Adaptive
Maijbari,Male,41,Not Educated,7700,3,Semi-Permanent,No,No,553,Yes,No,Yes,Yes,No,Yes,Not Employed,No,Low,0.6339,0.317,0.8,0.1546,0.6667,Strongly Adaptive
Bakchar,Male,25,Educated,3287,3,Semi-Permanent,No,Yes,28,Yes,No,Yes,Yes,No,Yes,Employed,Yes,Moderate,0.9846,0.6923,1,0.7288,1,Strongly Adaptive
Maijbari,Female,38,Not Educated,7301,2,Semi-Permanent,No,Yes,65,No,No,No,No,No,No,Employed,No,Low,0.9599,0.68,0,0.4907,0,Non-Adaptive
Sthal,Female,45,Partially Educated,7499,7,Permanent,Yes,No,272,No,No,No,Yes,No,No,Employed,Yes,Moderate,0.8216,0.4108,0.4,0.6695,0.6667,Strongly Adaptive
Maijbari,Male,66,Partially Educated,3019,6,Temporary,Yes,No,121,No,No,No,Yes,No,No,Not Employed,No,Low,0.9225,0.4613,0.2,0.2011,0.3333,Non-Adaptive
Kachua,Female,22,Educated,8186,4,Permanent,No,No,66,No,No,Yes,No,No,No,Employed,No,Moderate,0.9593,0.4796,0.2,0.8617,0.3333,Moderately Adaptive
Sthal,Male,35,Not Educated,6104,4,Temporary,No,Yes,40,Yes,No,Yes,No,Yes,No,Not Employed,Yes,Low,0.9766,0.8883,0.6,0.1113,0.6667,Non-Adaptive
Maijbari,Female,31,Partially Educated,7018,6,Permanent,No,No,318,No,No,Yes,No,No,No,Employed,No,Low,0.7909,0.3955,0.2,0.6565,0.3333,Moderately Adaptive
Maijbari,Female,59,Educated,8330,6,Permanent,No,Yes,171,No,No,No,Yes,No,Yes,Employed,Yes,High,0.8891,0.6446,0.6,0.8656,0.6667,Strongly Adaptive
Sthal,Male,31,Not Educated,7076,4,Semi-Permanent,Yes,No,469,Yes,No,No,No,No,Yes,Not Employed,No,Low,0.69,0.345,0.4,0.1376,0,Moderately Adaptive
Sthal,Male,55,Partially Educated,10414,5,Semi-Permanent,Yes,Yes,149,Yes,No,No,Yes,Yes,Yes,Employed,No,Low,0.9038,0.8519,0.6,0.7486,0.3333,Moderately Adaptive
Maijbari,Female,39,Partially Educated,11750,5,Permanent,No,Yes,205,Yes,No,No,Yes,No,No,Not Employed,No,Low,0.8664,0.6332,0.4,0.4379,0.3333,Strongly Adaptive
Kachua,Male,65,Not Educated,8227,8,Permanent,Yes,Yes,325,No,No,Yes,No,No,No,Not Employed,Yes,Low,0.7862,0.5931,0.4,0.1689,0.6667,Moderately Adaptive
Maijbari,Female,64,Educated,8313,5,Semi-Permanent,Yes,No,222,Yes,No,No,No,Yes,No,Employed,Yes,High,0.855,0.6275,0.4,0.8651,0.3333,Strongly Adaptive
Maijbari,Male,57,Partially Educated,9456,4,Permanent,Yes,Yes,236,Yes,No,No,Yes,Yes,Yes,Employed,No,High,0.8457,0.8228,0.6,0.7226,0.3333,Strongly Adaptive
Bakchar,Female,27,Partially Educated,7751,5,Semi-Permanent,No,No,158,Yes,No,No,No,No,Yes,Employed,No,Moderate,0.8978,0.4489,0.4,0.6764,0,Moderately Adaptive
Maijbari,Male,46,Educated,6629,6,Permanent,Yes,No,284,Yes,No,Yes,No,Yes,Yes,Employed,No,Moderate,0.8136,0.6068,0.6,0.8194,0.3333,Strongly Adaptive
Bakchar,Female,55,Educated,10664,4,Permanent,Yes,No,198,No,No,No,No,No,No,Not Employed,No,High,0.8711,0.4355,0,0.5819,0,Moderately Adaptive
Bakchar,Male,28,Educated,5578,9,Permanent,Yes,No,131,No,Yes,No,No,No,No,Employed,No,Moderate,0.9158,0.5579,0,0.7909,0,Non-Adaptive
Sthal,Female,39,Partially Educated,5399,3,Semi-Permanent,Yes,Yes,118,Yes,No,No,No,No,No,Employed,No,Low,0.9245,0.6623,0.2,0.6126,0,Non-Adaptive
Sthal,Male,32,Not Educated,6735,8,Permanent,Yes,Yes,284,Yes,No,No,Yes,Yes,No,Not Employed,No,Low,0.8136,0.8068,0.4,0.1284,0.3333,Non-Adaptive
Sthal,Female,36,Partially Educated,9117,11,Semi-Permanent,Yes,No,266,No,No,No,Yes,Yes,No,Not Employed,Yes,Moderate,0.8257,0.6128,0.4,0.3665,0.6667,Strongly Adaptive
Kachua,Female,44,Partially Educated,4292,8,Semi-Permanent,Yes,No,17,Yes,No,No,Yes,No,Yes,Employed,Yes,Moderate,0.992,0.496,0.8,0.5826,0.6667,Strongly Adaptive
Bakchar,Male,37,Partially Educated,7495,3,Semi-Permanent,No,No,173,No,No,Yes,No,No,Yes,Not Employed,No,Low,0.8878,0.4439,0.4,0.3225,0.3333,Moderately Adaptive
Bakchar,Female,40,Partially Educated,6709,2,Permanent,Yes,Yes,5,No,No,Yes,No,Yes,No,Employed,Yes,Low,1,0.9,0.4,0.6481,0.6667,Moderately Adaptive
Sthal,Male,47,Educated,9278,7,Permanent,Yes,No,372,No,No,No,No,No,No,Employed,No,High,0.7548,0.3774,0,0.8913,0,Moderately Adaptive
Sthal,Female,51,Not Educated,7570,7,Permanent,No,No,291,Yes,No,No,No,No,Yes,Not Employed,No,Low,0.809,0.4045,0.4,0.151,0,Non-Adaptive
Maijbari,Male,38,Educated,7442,3,Permanent,Yes,No,118,No,No,No,No,No,No,Not Employed,No,Moderate,0.9245,0.4623,0,0.4945,0,Moderately Adaptive
Bakchar,Female,62,Not Educated,9141,6,Permanent,Yes,No,140,Yes,No,No,No,No,No,Employed,Yes,Low,0.9098,0.4549,0.4,0.5406,0.3333,Moderately Adaptive
Bakchar,Male,27,Partially Educated,8584,8,Permanent,Yes,Yes,93,Yes,No,No,No,No,No,Employed,Yes,Moderate,0.9412,0.6706,0.4,0.699,0.3333,Moderately Adaptive
Maijbari,Female,28,Educated,7827,5,Temporary,Yes,Yes,261,Yes,No,Yes,Yes,No,Yes,Employed,Yes,High,0.829,0.6145,1,0.8519,1,Strongly Adaptive
Sthal,Male,18,Not Educated,2026,6,Semi-Permanent,Yes,Yes,320,No,No,No,No,No,No,Employed,No,Low,0.7896,0.5948,0,0.3477,0,Non-Adaptive
Maijbari,Female,62,Partially Educated,8305,9,Semi-Permanent,Yes,No,30,Yes,No,No,Yes,No,No,Employed,No,Moderate,0.9833,0.4916,0.4,0.6914,0.3333,Strongly Adaptive
Bakchar,Female,18,Partially Educated,4740,4,Permanent,No,No,13,No,No,No,No,No,No,Not Employed,No,Moderate,0.9947,0.4973,0,0.2478,0,Non-Adaptive
Sthal,Male,39,Not Educated,7282,7,Permanent,No,No,129,No,No,No,No,No,No,Employed,No,Low,0.9172,0.4586,0,0.4902,0,Non-Adaptive
Maijbari,Male,41,Educated,5640,7,Temporary,Yes,Yes,88,Yes,No,Yes,Yes,No,Yes,Employed,No,High,0.9446,0.6723,0.8,0.7926,0.6667,Strongly Adaptive
Kachua,Female,56,Educated,5677,8,Permanent,Yes,No,21,No,No,No,No,No,No,Not Employed,No,High,0.9893,0.4947,0,0.4467,0,Non-Adaptive
Sthal,Female,36,Not Educated,3810,8,Permanent,No,No,213,Yes,No,No,No,No,Yes,Employed,Yes,Low,0.8611,0.4305,0.6,0.396,0.3333,Moderately Adaptive
Sthal,Female,39,Not Educated,7792,8,Temporary,No,No,212,No,No,No,No,No,No,Not Employed,No,Low,0.8617,0.4309,0,0.1571,0,Non-Adaptive
Maijbari,Male,31,Educated,7577,6,Semi-Permanent,No,No,228,Yes,No,Yes,No,No,No,Not Employed,Yes,Moderate,0.851,0.4255,0.6,0.4982,0.6667,Strongly Adaptive
Sthal,Male,18,Partially Educated,9790,6,Semi-Permanent,Yes,Yes,35,Yes,No,No,Yes,Yes,Yes,Employed,No,Low,0.98,0.89,0.6,0.7317,0.3333,Moderately Adaptive
Kachua,Male,23,Educated,5587,5,Permanent,No,Yes,6,No,No,Yes,Yes,No,No,Employed,No,High,0.9993,0.6997,0.4,0.7912,0.6667,Strongly Adaptive
Sthal,Female,63,Educated,5851,6,Permanent,Yes,Yes,406,No,No,Yes,Yes,Yes,No,Employed,No,Moderate,0.7321,0.7661,0.4,0.7983,0.6667,Strongly Adaptive
Bakchar,Male,39,Educated,6284,6,Temporary,Yes,Yes,275,Yes,No,No,Yes,Yes,No,Employed,Yes,Moderate,0.8196,0.8098,0.6,0.8101,0.6667,Strongly Adaptive
Bakchar,Female,46,Partially Educated,7209,3,Permanent,Yes,No,482,No,No,No,No,No,Yes,Employed,Yes,Moderate,0.6814,0.3407,0.4,0.6617,0.3333,Strongly Adaptive
Kachua,Female,51,Partially Educated,6924,4,Permanent,Yes,No,208,Yes,No,Yes,No,No,Yes,Employed,Yes,Moderate,0.8644,0.4322,0.8,0.654,0.6667,Strongly Adaptive
Bakchar,Female,18,Partially Educated,2745,7,Temporary,Yes,Yes,425,No,No,No,No,Yes,Yes,Employed,Yes,Low,0.7194,0.7597,0.4,0.5406,0.3333,Non-Adaptive
Sthal,Male,49,Educated,6331,8,Semi-Permanent,No,No,164,No,No,No,No,No,Yes,Not Employed,Yes,High,0.8938,0.4469,0.4,0.4644,0.3333,Strongly Adaptive
Sthal,Male,46,Partially Educated,4277,6,Permanent,Yes,Yes,115,No,No,No,No,No,Yes,Employed,No,Moderate,0.9265,0.6633,0.2,0.5822,0,Non-Adaptive
Maijbari,Male,20,Partially Educated,13006,5,Permanent,Yes,No,171,Yes,Yes,No,No,Yes,No,Not Employed,No,Moderate,0.8891,0.7446,0.2,0.4719,0,Non-Adaptive
Sthal,Male,32,Educated,11303,5,Semi-Permanent,No,No,102,No,No,No,No,No,Yes,Employed,No,High,0.9352,0.4676,0.2,0.9462,0,Moderately Adaptive
Kachua,Male,55,Educated,6170,6,Semi-Permanent,Yes,Yes,498,Yes,No,No,No,No,No,Employed,No,High,0.6707,0.5353,0.2,0.807,0,Moderately Adaptive
Sthal,Female,35,Educated,5723,5,Permanent,Yes,No,427,No,No,No,No,No,No,Employed,Yes,Moderate,0.7181,0.3591,0.2,0.7949,0.3333,Moderately Adaptive
Sthal,Female,55,Not Educated,6886,10,Permanent,Yes,No,416,Yes,No,No,Yes,No,Yes,Employed,No,Moderate,0.7255,0.3627,0.6,0.4794,0.3333,Moderately Adaptive
Maijbari,Male,52,Partially Educated,7408,5,Semi-Permanent,Yes,No,217,No,No,Yes,No,No,Yes,Employed,No,Moderate,0.8584,0.4292,0.4,0.6671,0.3333,Strongly Adaptive
Kachua,Female,34,Partially Educated,7447,6,Semi-Permanent,No,Yes,5,Yes,No,No,No,No,Yes,Employed,Yes,Moderate,1,0.7,0.6,0.6681,0.3333,Moderately Adaptive
Sthal,Female,35,Partially Educated,6678,4,Permanent,Yes,No,42,Yes,No,Yes,No,No,No,Employed,No,Moderate,0.9753,0.4876,0.4,0.6473,0.3333,Moderately Adaptive
Bakchar,Female,54,Educated,3401,8,Semi-Permanent,No,No,296,No,No,No,No,No,No,Employed,No,High,0.8056,0.4028,0,0.7319,0,Non-Adaptive
Bakchar,Male,62,Partially Educated,3658,7,Permanent,No,No,37,No,No,Yes,No,No,No,Not Employed,No,Moderate,0.9786,0.4893,0.2,0.2184,0.3333,Non-Adaptive
Sthal,Female,40,Partially Educated,8126,3,Temporary,No,Yes,298,Yes,No,Yes,No,No,Yes,Employed,Yes,Moderate,0.8043,0.6021,0.8,0.6865,0.6667,Strongly Adaptive
Sthal,Female,30,Not Educated,7428,4,Semi-Permanent,No,No,239,Yes,No,No,Yes,Yes,Yes,Employed,Yes,Low,0.8437,0.6218,0.8,0.4941,0.6667,Strongly Adaptive
Kachua,Female,57,Not Educated,9046,10,Permanent,No,Yes,159,Yes,No,Yes,No,No,Yes,Not Employed,No,Low,0.8971,0.6486,0.6,0.1911,0.3333,Moderately Adaptive
Kachua,Male,46,Educated,9540,3,Semi-Permanent,Yes,No,335,No,No,No,No,No,No,Not Employed,No,Moderate,0.7796,0.3898,0,0.5514,0,Moderately Adaptive
Sthal,Male,28,Partially Educated,9126,8,Permanent,No,Yes,85,No,No,No,No,No,No,Employed,No,Low,0.9466,0.6733,0,0.7137,0,Non-Adaptive
Bakchar,Male,28,Partially Educated,9363,4,Permanent,Yes,No,157,No,No,No,No,No,No,Employed,Yes,Moderate,0.8985,0.4492,0.2,0.7201,0.3333,Moderately Adaptive
Sthal,Female,18,Partially Educated,6764,8,Permanent,No,Yes,81,No,No,No,No,No,Yes,Employed,No,Moderate,0.9492,0.6746,0.2,0.6496,0,Non-Adaptive
Sthal,Male,25,Not Educated,7901,8,Semi-Permanent,No,Yes,443,No,No,Yes,Yes,Yes,Yes,Employed,No,Low,0.7074,0.7537,0.6,0.507,0.6667,Moderately Adaptive
Bakchar,Female,18,Not Educated,5535,5,Semi-Permanent,Yes,No,81,Yes,No,Yes,No,No,No,Employed,No,Low,0.9492,0.4746,0.4,0.4428,0.3333,Moderately Adaptive
Bakchar,Male,59,Partially Educated,6199,4,Permanent,No,No,169,Yes,No,Yes,Yes,No,No,Employed,No,Low,0.8904,0.4452,0.6,0.6343,0.6667,Strongly Adaptive
Maijbari,Male,51,Educated,6659,7,Permanent,No,No,249,Yes,No,No,No,No,Yes,Employed,No,High,0.837,0.4185,0.4,0.8202,0,Strongly Adaptive
Kachua,Female,51,Educated,6262,6,Temporary,Yes,Yes,38,No,No,No,No,Yes,No,Employed,No,Moderate,0.978,0.889,0,0.8095,0,Non-Adaptive
Sthal,Male,29,Not Educated,7739,2,Semi-Permanent,Yes,No,59,Yes,No,No,No,No,Yes,Not Employed,No,Low,0.9639,0.482,0.4,0.1556,0,Non-Adaptive
Sthal,Male,34,Partially Educated,6149,3,Permanent,Yes,No,283,No,No,Yes,No,No,No,Not Employed,No,Low,0.8143,0.4071,0.2,0.286,0.3333,Moderately Adaptive
Sthal,Female,35,Partially Educated,7375,2,Permanent,Yes,Yes,118,No,No,No,Yes,No,Yes,Not Employed,No,Low,0.9245,0.6623,0.4,0.3192,0.3333,Moderately Adaptive
Sthal,Male,29,Partially Educated,3338,4,Semi-Permanent,Yes,Yes,650,Yes,No,Yes,Yes,No,Yes,Not Employed,No,Moderate,0.5691,0.4846,0.8,0.2098,0.6667,Strongly Adaptive
Kachua,Male,46,Educated,11038,6,Permanent,Yes,No,143,No,No,No,No,Yes,No,Employed,No,High,0.9078,0.6539,0,0.939,0,Moderately Adaptive
Maijbari,Female,62,Partially Educated,3405,7,Permanent,No,No,268,Yes,No,Yes,No,No,No,Not Employed,Yes,Moderate,0.8243,0.4122,0.6,0.2116,0.6667,Strongly Adaptive
Kachua,Male,43,Educated,9089,3,Semi-Permanent,Yes,No,145,No,No,Yes,No,No,No,Not Employed,No,High,0.9065,0.4532,0.2,0.5392,0.3333,Strongly Adaptive
Sthal,Female,42,Not Educated,9025,6,Semi-Permanent,Yes,No,198,Yes,No,Yes,No,No,Yes,Employed,Yes,Moderate,0.8711,0.4355,0.8,0.5374,0.6667,Strongly Adaptive
Kachua,Female,48,Partially Educated,6033,7,Temporary,Yes,No,232,Yes,No,Yes,Yes,No,Yes,Not Employed,Yes,Low,0.8484,0.4242,1,0.2828,1,Strongly Adaptive
Sthal,Female,41,Partially Educated,7209,8,Temporary,No,No,419,No,No,Yes,Yes,No,No,Employed,Yes,Low,0.7234,0.3617,0.6,0.6617,1,Strongly Adaptive
Sthal,Male,62,Educated,8350,4,Semi-Permanent,Yes,No,69,No,No,Yes,No,Yes,Yes,Not Employed,No,High,0.9572,0.6786,0.4,0.5191,0.3333,Strongly Adaptive
Maijbari,Male,41,Educated,7106,8,Semi-Permanent,Yes,Yes,165,Yes,No,No,No,No,No,Employed,Yes,High,0.8931,0.6466,0.4,0.8324,0.3333,Strongly Adaptive
Sthal,Female,44,Educated,7595,3,Permanent,No,Yes,248,Yes,No,No,No,No,Yes,Employed,Yes,High,0.8377,0.6188,0.6,0.8456,0.3333,Strongly Adaptive
Sthal,Female,38,Educated,7384,5,Temporary,Yes,Yes,34,Yes,No,No,No,Yes,Yes,Employed,Yes,Moderate,0.9806,0.8903,0.6,0.8399,0.3333,Strongly Adaptive
Maijbari,Male,54,Educated,9673,3,Permanent,Yes,No,81,Yes,No,Yes,No,Yes,No,Not Employed,No,Moderate,0.9492,0.6746,0.4,0.555,0.3333,Strongly Adaptive
Kachua,Male,21,Not Educated,7400,4,Permanent,Yes,Yes,573,Yes,Yes,Yes,No,No,No,Not Employed,No,Low,0.6206,0.6103,0.4,0.1464,0.3333,Moderately Adaptive
Sthal,Male,30,Partially Educated,5710,6,Semi-Permanent,No,No,85,No,No,No,Yes,No,Yes,Employed,No,Moderate,0.9466,0.4733,0.4,0.621,0.3333,Moderately Adaptive
Bakchar,Female,37,Not Educated,8067,8,Semi-Permanent,No,Yes,602,Yes,No,No,Yes,No,Yes,Employed,Yes,Low,0.6012,0.5006,0.8,0.5115,0.6667,Strongly Adaptive
Kachua,Male,20,Educated,5884,6,Semi-Permanent,No,No,102,No,No,Yes,Yes,No,No,Employed,Yes,High,0.9352,0.4676,0.6,0.7992,1,Strongly Adaptive
Maijbari,Male,50,Not Educated,6773,7,Temporary,Yes,No,120,No,No,No,No,No,No,Employed,Yes,Moderate,0.9232,0.4616,0.2,0.4764,0.3333,Non-Adaptive
Maijbari,Female,52,Partially Educated,3059,3,Temporary,No,Yes,62,No,No,No,No,Yes,Yes,Not Employed,No,Low,0.9619,0.881,0.2,0.2022,0,Non-Adaptive
Sthal,Female,36,Educated,5394,5,Permanent,Yes,No,74,Yes,No,No,No,No,No,Employed,No,High,0.9539,0.477,0.2,0.7859,0,Moderately Adaptive
Maijbari,Male,50,Not Educated,2564,8,Permanent,Yes,Yes,5,No,No,No,No,No,No,Not Employed,Yes,Low,1,0.7,0.2,0.0153,0.3333,Non-Adaptive
Bakchar,Male,42,Partially Educated,5571,2,Permanent,Yes,Yes,211,Yes,No,No,No,Yes,Yes,Not Employed,Yes,High,0.8624,0.8312,0.6,0.2703,0.3333,Moderately Adaptive
Sthal,Male,50,Partially Educated,9140,6,Semi-Permanent,No,No,609,No,No,Yes,Yes,No,Yes,Not Employed,No,Low,0.5965,0.2983,0.6,0.3671,0.6667,Strongly Adaptive
Kachua,Female,58,Educated,8094,6,Permanent,Yes,No,126,Yes,Yes,No,No,No,No,Not Employed,Yes,High,0.9192,0.5596,0.4,0.5122,0.3333,Strongly Adaptive
Maijbari,Male,33,Educated,5135,7,Permanent,Yes,No,248,Yes,No,No,Yes,Yes,No,Employed,Yes,High,0.8377,0.6188,0.6,0.7789,0.6667,Strongly Adaptive
Sthal,Male,38,Partially Educated,8547,7,Permanent,Yes,No,39,Yes,No,No,No,Yes,No,Employed,Yes,Low,0.9773,0.6886,0.4,0.698,0.3333,Moderately Adaptive
Sthal,Female,42,Partially Educated,10583,5,Semi-Permanent,No,Yes,20,Yes,No,No,Yes,No,Yes,Employed,No,Moderate,0.99,0.695,0.6,0.7532,0.3333,Strongly Adaptive
Sthal,Male,18,Not Educated,5782,5,Temporary,Yes,No,157,No,No,No,No,No,No,Employed,No,Low,0.8985,0.4492,0,0.4495,0,Non-Adaptive
Sthal,Male,66,Not Educated,9047,3,Permanent,No,Yes,15,No,Yes,Yes,No,No,Yes,Employed,Yes,Low,0.9933,0.7967,0.6,0.538,0.6667,Moderately Adaptive
Maijbari,Male,40,Not Educated,5172,7,Permanent,No,No,20,No,No,Yes,No,No,No,Not Employed,No,Low,0.99,0.495,0.2,0.086,0.3333,Non-Adaptive
Bakchar,Female,33,Educated,5540,5,Permanent,No,Yes,57,Yes,No,No,No,No,Yes,Employed,No,High,0.9653,0.6826,0.4,0.7899,0,Moderately Adaptive
Maijbari,Male,68,Partially Educated,10076,11,Semi-Permanent,No,No,104,No,No,No,No,No,No,Not Employed,Yes,Low,0.9339,0.4669,0.2,0.3925,0.3333,Moderately Adaptive
Bakchar,Female,22,Partially Educated,7517,5,Semi-Permanent,No,No,200,Yes,No,Yes,No,No,No,Employed,Yes,High,0.8697,0.4349,0.6,0.67,0.6667,Strongly Adaptive
Maijbari,Female,52,Educated,5024,4,Temporary,No,No,622,No,No,Yes,No,No,Yes,Not Employed,No,Moderate,0.5878,0.2939,0.4,0.429,0.3333,Strongly Adaptive
Sthal,Male,48,Not Educated,5391,8,Permanent,Yes,No,272,No,No,Yes,No,No,No,Employed,No,Low,0.8216,0.4108,0.2,0.4389,0.3333,Non-Adaptive
Bakchar,Male,42,Partially Educated,6945,5,Semi-Permanent,No,No,416,No,No,No,No,No,No,Employed,No,High,0.7255,0.3627,0,0.6545,0,Non-Adaptive
Kachua,Male,59,Educated,8247,5,Permanent,No,No,25,Yes,No,Yes,No,Yes,Yes,Employed,No,High,0.9866,0.6933,0.6,0.8633,0.3333,Strongly Adaptive
Bakchar,Male,45,Partially Educated,10718,5,Permanent,No,No,212,Yes,No,No,Yes,No,No,Not Employed,Yes,Low,0.8617,0.4309,0.6,0.4099,0.6667,Strongly Adaptive
Bakchar,Male,32,Not Educated,7631,4,Semi-Permanent,No,No,190,No,No,No,No,No,Yes,Employed,No,Low,0.8764,0.4382,0.2,0.4996,0,Non-Adaptive
Sthal,Male,23,Not Educated,7740,5,Temporary,Yes,No,292,No,Yes,No,No,No,No,Not Employed,Yes,Low,0.8083,0.5041,0.2,0.1556,0.3333,Non-Adaptive
Bakchar,Male,26,Partially Educated,5582,5,Semi-Permanent,No,Yes,314,No,No,No,No,No,No,Employed,No,High,0.7936,0.5968,0,0.6176,0,Non-Adaptive
Maijbari,Male,20,Educated,5846,3,Semi-Permanent,No,Yes,101,Yes,No,Yes,Yes,No,No,Not Employed,No,Moderate,0.9359,0.6679,0.6,0.4512,0.6667,Strongly Adaptive
Maijbari,Male,34,Not Educated,3129,4,Permanent,No,No,596,Yes,No,No,No,No,Yes,Employed,No,Low,0.6052,0.3026,0.4,0.3776,0,Non-Adaptive
Bakchar,Male,56,Educated,7328,3,Permanent,Yes,Yes,9,Yes,No,No,No,No,Yes,Employed,Yes,Moderate,0.9973,0.6987,0.6,0.8384,0.3333,Strongly Adaptive
Maijbari,Female,31,Not Educated,6488,7,Permanent,No,Yes,98,No,No,No,Yes,No,No,Employed,No,Low,0.9379,0.6689,0.2,0.4687,0.3333,Non-Adaptive
Sthal,Male,31,Partially Educated,7414,8,Temporary,Yes,No,11,No,No,No,No,No,No,Not Employed,No,Moderate,0.996,0.498,0,0.3203,0,Non-Adaptive
Sthal,Female,26,Partially Educated,2929,2,Semi-Permanent,Yes,Yes,86,Yes,No,No,Yes,No,No,Employed,No,Moderate,0.9459,0.6729,0.4,0.5456,0.3333,Non-Adaptive
Bakchar,Male,56,Educated,8536,10,Permanent,Yes,Yes,32,No,No,No,No,Yes,Yes,Employed,Yes,Moderate,0.982,0.891,0.4,0.8711,0.3333,Moderately Adaptive
Sthal,Female,19,Partially Educated,4622,4,Permanent,Yes,No,55,No,No,No,No,No,Yes,Employed,Yes,Moderate,0.9666,0.4833,0.4,0.5915,0.3333,Moderately Adaptive
Kachua,Female,29,Partially Educated,8599,5,Semi-Permanent,No,No,21,Yes,No,No,No,No,No,Not Employed,Yes,Moderate,0.9893,0.4947,0.4,0.3524,0.3333,Strongly Adaptive
Maijbari,Female,63,Partially Educated,4962,3,Semi-Permanent,Yes,No,110,No,No,No,No,No,Yes,Not Employed,No,Moderate,0.9299,0.4649,0.2,0.2538,0,Non-Adaptive
Maijbari,Female,45,Educated,11309,4,Semi-Permanent,No,No,117,Yes,No,No,Yes,No,No,Employed,No,High,0.9252,0.4626,0.4,0.9463,0.3333,Strongly Adaptive
Kachua,Female,34,Not Educated,7184,5,Semi-Permanent,Yes,No,164,Yes,No,No,No,No,No,Not Employed,Yes,Moderate,0.8938,0.4469,0.4,0.1406,0.3333,Non-Adaptive
Bakchar,Female,18,Educated,6460,7,Permanent,No,Yes,289,Yes,No,No,No,No,Yes,Not Employed,No,Moderate,0.8103,0.6051,0.4,0.4679,0,Moderately Adaptive
Kachua,Male,42,Educated,3227,5,Permanent,Yes,No,106,Yes,No,No,No,No,No,Not Employed,No,High,0.9325,0.4663,0.2,0.3802,0,Moderately Adaptive
Sthal,Female,52,Educated,6703,9,Semi-Permanent,Yes,No,236,Yes,No,No,Yes,No,No,Employed,Yes,High,0.8457,0.4228,0.6,0.8214,0.6667,Strongly Adaptive
Sthal,Male,32,Partially Educated,4496,8,Semi-Permanent,No,Yes,84,No,No,No,No,No,No,Employed,No,Moderate,0.9472,0.6736,0,0.5881,0,Non-Adaptive
Maijbari,Male,73,Educated,7547,5,Semi-Permanent,No,No,285,No,No,No,No,No,No,Not Employed,Yes,High,0.813,0.4065,0.2,0.4974,0.3333,Strongly Adaptive
